review_id,user_id,review_date,review,pos_food_and_beverages_summary,pos_inflight_entertainment_summary,pos_wifi_connectivity_summary,pos_value_for_money_summary,pos_ground_service_summary,pos_cabin_staff_service_summary,pos_seat_comfort_summary,neg_food_and_beverages_summary,neg_inflight_entertainment_summary,neg_wifi_connectivity_summary,neg_value_for_money_summary,neg_ground_service_summary,neg_cabin_staff_service_summary,neg_seat_comfort_summary,flight_id,flight_date,route_id,seat_type,is_recommended,rating_overall,rating_seat_comfort,rating_cabin_staff_service,rating_ground_service,rating_value_for_money,rating_food_beverages,rating_ife,rating_wifi_connectivity
59,85,2025-02-13,先日利用したビジネスクラスの機内食が非常にシンプルで、期待外れだった。もっと豪華なメニューを提供してほしい。私は普段から仕事で海外出張することが多く、ビジネスクラスを利用する機会が多いが、今回のフライトでは高い料金に見合ったサービスが期待できなかった。特にフライト中の快適さが不足していて、価格に見合わないと感じた。,-,-,-,-,-,-,-,ビジネスクラスの機内食が非常にシンプルで期待外れだったため、高い料金に見合った豪華なメニューを提供してほしい。,ビジネスクラスの機内食が非常にシンプルで期待外れだったため、高い料金に見合った豪華なメニューを提供してほしい。,-,ビジネスクラスの高額な料金に対して、シンプルな機内食や快適さの不足など、サービスの質が見合っていない。,-,-,フライト中の快適さが不足していて、高額なビジネスクラス料金に見合わないと感じた。,A425-900,2025-02-12,NRT-SIN,Economy Class,False,2,4,3,1,3,4,3,3
60,58,2025-03-07,最近、家族で海外旅行に行くために航空会社を利用しました。私は仕事の関係で時差の関係でなかなか寝付けないことが多く、フライト中にリラックスできるサービスがあると嬉しいと思っていました。機内Wi-Fiが快適で、フライト中の暇つぶしにピッタリだったので、次回のフライトもぜひ使いたいと思いました。また、音楽のプレイリストが豊富で、リラックスできる時間を提供してくれました。次回も楽しみにしています。しかし、荷物を受け取る際、他の乗客との混雑でぶつかり合いがありましたが、スタッフは対応せず、誰も問題を解決しなかったので、もっと注意深く運営してほしいと思いました。,-,快適な機内Wi-Fiでフライト中の暇つぶしができ、豊富な音楽プレイリストでリラックスできる時間を過ごせました。,快適な機内Wi-Fiがフライト中の暇つぶしにピッタリで、次回のフライトでもぜひ利用したいと思った。,-,-,-,-,-,-,-,-,荷物受取時に乗客同士がぶつかり合う混雑があったのに、スタッフは対応せず問題解決しなかった。,荷物受け取り時の混雑でぶつかり合いがあったのに、スタッフは対応せず問題解決をしなかった。,-,B830-10,2025-03-06,HND-LHR,Premium Economy,True,4,3,3,3,4,3,3,3
41,82,2025-03-13,今回初めて利用したこの航空会社は、全体的に期待していたサービスとは異なりました。まず、座席が古くてあまり清潔感がありませんでした。座ったときにちょっとした不快感があり、さらにリクライニングもほとんど倒れずリラックスできませんでした。改善を強く希望します。一方で、空港内で小さな問題が発生した際、スタッフがすぐに気づいて声をかけてくれたことは感動的で、安心感を得ることができました。,-,-,-,-,空港内で小さな問題が発生した際、スタッフがすぐに気づいて声をかけてくれたことで安心感を得られました。,-,-,-,-,-,-,-,-,座席が古く清潔感がなく、座ると不快感があり、リクライニングもほとんど倒れないためリラックスできなかった。,B905-12,2025-03-12,NRT-CDG,First Class,True,3,3,3,3,4,4,4,4
42,65,2025-04-17,私は普段あまり海外旅行に行く機会がないので、今回は贅沢にビジネスクラスでロサンゼルスへ行きました。高額な料金を支払ったにもかかわらず、機内食やサービスに不満があり、全体的にコスパが悪いと感じました。しかしフライト中にオンラインで映画を観たかったが、Wi-Fiの接続がとても速く快適に視聴でき、長時間のフライトでも全く問題ありませんでした。,-,Wi-Fiの接続が非常に速く、長時間のフライトでも映画を快適に視聴できました。,Wi-Fiの接続が非常に速く、長時間フライト中でも映画を快適に視聴できました。,-,-,-,-,高額なビジネスクラス料金に見合わない機内食のクオリティに不満を感じました。,高額なビジネスクラス料金に見合わない機内食のクオリティに不満を感じました。,-,高額なビジネスクラス料金を支払ったのに、機内食やサービスが期待に見合わず、全体的にコストパフォーマンスが悪かった。,-,-,-,E180-E2,2025-04-16,HND-CTS,Economy Class,False,4,4,4,3,3,5,4,3
43,73,2025-04-14,先日は海外赴任先から家族に会うために利用しました。座席の後ろに座っていた乗客が体調不良になった際、スタッフがすぐに動き出し、冷静に適切な対応をしたので私も安心して過ごせました。しかし他の航空会社に比べて料金が高いにも関わらず、サービスのクオリティが低いと感じたため、次回はもっとコスパの良い航空会社を選ぶかもしれません。実際、高額な料金を支払った割には、座席の快適さも中途半端で、他の航空会社と大差なく、コスパが悪かったです。,-,-,-,-,-,体調不良の乗客がいた際、スタッフが迅速かつ冷静に適切な対応をしてくれたので安心して過ごせました。,-,-,-,-,高額な料金を支払ったにもかかわらず、座席の快適さが中途半端で他社と大差なく、サービスのクオリティも低いためコスパが悪かった。,-,-,高額な料金を支払った割には座席が中途半端で他社と大差なく、コスパが悪かった。,S385-TP,2025-04-12,HND-LHR,First Class,False,3,3,3,4,3,4,5,3
44,41,2025-03-24,最近、海外旅行でよく飛行機を利用するようになった。特に国際線は長時間になることが多いので、機内でのサービスはとても重要だ。先日利用した航空会社では、機内食の選択肢が豊富で、いろんな国の料理を楽しめたのが嬉しかった。フライト中に異文化を味わうことができ、旅行のワクワク感がさらに高まった。しかし、エンターテイメントに関しては少し残念な点があった。映画を楽しもうと思ったが、英語字幕が不完全で、ストーリーを十分に理解できなかった。字幕の品質をもっと向上させてほしい。,機内食の選択肢が豊富で様々な国の料理を楽しめ、フライト中に異文化を味わえたことで旅行の高揚感が増した。,-,-,-,-,-,-,-,-,-,-,-,-,-,A430-200,2025-03-23,NRT-LHR,Premium Economy,True,4,3,3,4,3,3,3,3
45,54,2024-12-12,先日は初めて海外旅行でアメリカへ行きました。普段は仕事で忙しいので、長距離フライトは大変疲れるのですが、今回利用した航空サービスはとても快適でした。機内のWi-Fi接続が非常に安定していて、快適に映画や動画を楽しめました。次回も利用したいです。機内食も良かったです。飲み物の種類が多く、どれも美味しくてリフレッシュできました。特に機内でのフルーツジュースはとても美味しかったです。,機内食が良く、特に種類豊富な飲み物はどれも美味しくてリフレッシュでき、フルーツジュースは特に美味しかった。,機内のWi-Fi接続が非常に安定していて、映画や動画を快適に楽しむことができました。,機内のWi-Fi接続が非常に安定していて、快適に映画や動画を楽しめました。,-,-,-,-,-,-,-,-,-,-,-,E260-E3,2024-12-11,HND-LHR,Premium Economy,True,5,5,4,3,4,4,3,4
46,104,2025-04-23,先日、60代の父を伴う家族旅行で飛行機を利用しました。機内エンターテイメントの操作が難しく、メニューもアイコンも小さくて読みにくかったため、父は操作を諦めて窓側で腕組みをしていました。残りのフライト時間があと8時間もあると言うと、ため息をつかれていました。また、コンテンツの読み込みが非常に遅く、乗り物酔いしていた私は、待たされるのが辛かったです。,-,-,-,-,-,-,-,-,-,コンテンツの読み込みが非常に遅く、乗り物酔いしている状態では特に辛かったです。,-,-,-,-,E180-E2,2025-04-22,HND-SFO,Economy Class,False,2,2,4,4,3,3,3,4
47,10,2025-03-23,最近、海外旅行で長時間のフライトを利用しました。私は仕事の関係で頻繁に海外を訪れるため、機内での快適さは非常に重要です。今回のフライトでは、機内食が単調で同じメニューが繰り返し出されて飽きてしまいました。もっとバラエティに富んだメニューが欲しいと思いました。また、長時間座っていると座席が硬く感じられ、腰が痛くなりました。しかし、フライト後に空港スタッフが私の荷物を早急に手配してくれて、他の乗客と比べてスムーズに荷物を受け取ることができました。スタッフの気配りが素晴らしかったです。,-,-,-,-,空港スタッフが荷物を早急に手配してくれたおかげで、他の乗客よりもスムーズに受け取ることができ、その気配りに感謝しています。,-,-,機内食が単調で同じメニューが繰り返し出され、もっとバラエティに富んだメニューが欲しいと感じた。,機内食が単調で同じメニューが繰り返し出され、もっとバラエティに富んだメニューが欲しいと感じた。,-,-,-,-,長時間座っていると座席が硬く感じられ、腰が痛くなりました。,A390-100,2025-03-22,HND-SFO,Economy Class,False,3,4,1,3,3,4,4,4
48,70,2025-02-08,私は年に数回海外旅行をするのが趣味で、今回も友人との久しぶりの再会のためにヨーロッパへ向かいました。搭乗した航空会社は初めてでしたが、座席のシートが温かく、寒さを感じることなく過ごせました。すごくありがたかったです。ただ、長時間フライトで何度も飲み物をお願いしたにも関わらず、やっと持ってきた飲み物が冷たすぎて、結局飲めなかった。サービスのクオリティに一貫性がないと感じました。また、機内食が思った以上に脂っこく、消化に時間がかかってフライト後も気分が優れなかったので、もっと軽めのメニューが欲しいと思いました。,-,-,-,-,-,-,座席のシートが温かく、寒さを感じることなく過ごせました。,飲み物が冷たすぎて飲めず、機内食も脂っこくて消化に時間がかかり、フライト後も気分が優れなかった。,飲み物が冷たすぎて飲めず、機内食も脂っこくて消化に時間がかかり、フライト後も気分が優れなかった。,-,-,-,何度も飲み物をお願いしたのにやっと持ってきた飲み物が冷たすぎて飲めず、サービスの一貫性がないと感じた。,-,A430-200,2025-02-07,NRT-LHR,Business Class,False,4,3,3,3,3,4,3,4
49,69,2025-04-14,今回のロンドンへの出張では、初めてこちらの航空会社のサービスを利用しました。長い出張で疲れを少しでも軽減したかったので、高額ではありましたが満足できるサービスを期待してこの航空会社を選びました。実際、機内の快適さと食事、飲み物の質はとても良かったです。高額なチケット代でも十分に納得できるサービスでした。しかし、食事の準備が遅く、ずっと待たされたのは残念でした。長時間フライトの中で、この待機時間がストレスになってしまいました。,機内食と飲み物の質はとても良く、高額なチケット代に見合う満足度でした。,-,-,高額なチケット代でしたが、機内の快適さと食事・飲み物の質の良さで十分に納得できるサービスでした。,-,-,機内の快適さは非常に良く、高額なチケット代でも納得できるレベルでした。,食事の準備が遅く長時間待たされたため、長時間フライト中にストレスを感じた。,食事の準備が遅く長時間待たされたため、長時間フライト中にストレスを感じた。,-,高額なチケット代を支払ったにもかかわらず、食事の準備が遅く長時間待たされたことがストレスになった。,-,食事の準備が遅く、長時間フライト中の待機時間がストレスになりました。,-,S360-TP,2025-04-13,HND-CTS,Economy Class,True,4,4,3,3,4,3,4,3
50,109,2025-02-16,私は家族でアメリカへの旅行を計画し、快適なフライトを期待してこの航空会社を選びました。チケット代は少し高めでしたが、座席の広さやエンタメの質の高さに期待していました。実際、搭乗してみると期待以上の快適さで、特に座席の広さとエンタメの質は他の航空会社とは一線を画していました。映画や音楽を楽しみながらリラックスできたので、長距離フライトもあっという間に感じました。また、機内でのサービスも行き届いており、スタッフの対応も非常に親切でした。特に、機内のトイレで急に子どもが不安そうになったとき、スタッフがすぐに駆け寄り、優しく声をかけてくれたのは印象的でした。素晴らしい対応に感謝しています。,-,映画や音楽の質が高く、長距離フライトもリラックスして楽しめました。,-,チケット代は少し高めでしたが、座席の広さとエンタメの質の高さが期待以上で、長距離フライトも快適に過ごせました。,-,機内でのサービスが行き届いており、特に子どもが不安そうになった際にスタッフがすぐに駆け寄り優しく声をかけてくれた対応が印象的でした。,座席が広く、他社とは一線を画す快適さで、長距離フライトもリラックスして過ごせました。,-,-,-,-,-,-,-,E180-E2,2025-02-15,NRT-CDG,Premium Economy,True,5,4,4,3,3,3,4,3
21,2,2025-04-25,先月、久しぶりに海外出張でアメリカに行くことになり、会社のメンバーと一緒に成田からシカゴへ向かうフライトを利用しました。私はオンライン会議を多用するため、機内でのインターネット接続を事前に手配していたのですが、接続も遅く、途中で切れることもあり、非常に使いづらかったです。フライト中の仕事に支障をきたしました。ただ、座席のリクエストをした際、スタッフが快く対応してくれたおかげで、飛行機内での時間が非常に快適だったので、プロフェッショナルな接客には満足しました。,-,-,-,-,座席リクエストに対してスタッフが快く対応してくれたおかげで、機内での時間が非常に快適でした。,スタッフが座席リクエストに快く対応してくれたおかげで、フライト中の時間が非常に快適でした。,スタッフが座席リクエストに快く対応してくれたおかげで、飛行機内での時間が非常に快適でした。,-,-,機内インターネット接続が遅く、途中で切断されることがあり、フライト中の業務に支障をきたした。,機内インターネット接続が遅く途中で切れることもあり、事前に手配していたにも関わらず仕事に支障をきたした。,-,-,-,E260-E3,2025-04-24,NRT-CDG,Business Class,True,3,3,3,3,4,3,4,3
22,37,2024-11-19,先月、久しぶりに海外旅行でアメリカに行ってきた。仕事の都合で、プレエコのチケットを取った。映画を楽しみにしていたが、スクリーン解像度が荒く、字幕がぼやけて読めず目が痛い。途中でギブアップしてスマホ読書に切り替えたが、照明が暗くて頭痛がした。しかし、他の便では、映像の画質が非常に高く、映画を最高の状態で楽しめた。機内設備は便によりけりなんだなと実感した。,-,他の便では映像の画質が非常に高く、映画を最高の状態で楽しめた。,-,-,-,-,-,-,-,-,-,-,-,-,A390-100,2024-11-18,NRT-LHR,Business Class,True,3,5,3,3,3,3,3,4
23,72,2024-11-27,私は普段から仕事の関係で頻繁に海外出張しています。最近は特にアジア圏への移動が多く、今回もシンガポールへ行ってきました。利用した航空会社は初めてでしたが、とても快適なフライトでした。インターネットがすぐに使え、旅行中に調べ物や仕事ができたのでストレスなくフライト時間を有効に活用できて満足。機内で提供されるエンタメコンテンツが多岐にわたり、毎回違った映画や番組を楽しめました。機内食も美味しかったです。,機内食が美味しかったです。,多岐にわたるエンタメコンテンツが充実していて、毎回違った映画や番組を楽しめました。,インターネットがすぐに使えたので、旅行中の調べ物や仕事ができてストレスなくフライト時間を有効活用できました。,-,-,-,-,-,-,-,-,-,-,-,S360-TP,2024-11-26,HND-SFO,Economy Class,True,5,5,4,3,3,4,4,3
24,95,2025-02-11,先日は久しぶりに海外旅行で日本からフランスのパリへ行きました。10時間以上のフライトで心配だったのが機内での過ごしやすさですが、座席が新しくて清潔感があり、長時間座っても不快感がありませんでした。機内エンターテイメントも楽しみにしていたのですが、映画を選ぶ際にジャンルごとに絞り込む機能がないので、見たい映画を探すのに時間がかかりすぎました。,-,-,-,-,-,-,座席が新しくて清潔感があり、長時間座っても不快感がありませんでした。,-,-,-,-,-,-,-,B905-12,2025-02-10,NRT-CDG,Business Class,True,4,2,3,3,3,4,4,3
25,22,2025-02-28,私は仕事でよく海外に行くので、年に数回は航空サービスを利用します。最近利用した際、シートの肘掛けが硬くて、長時間のフライトでは腕が痛くなりました。しかし、機内サービスは大変良かったです。飲み物のサービスを頼んだ際、飲み物が目の前に現れたとき、スタッフは非常にフレンドリーで、私の名前まで呼んでくれた。気配りが素晴らしかった。,飲み物のサービスを頼んだ際、スタッフが非常にフレンドリーで名前まで呼んでくれ、気配りが素晴らしかった。,-,-,-,-,スタッフが非常にフレンドリーで名前を呼んでくれ、飲み物サービスの際の気配りが素晴らしかった。,-,-,-,-,-,-,-,シートの肘掛けが硬く、長時間のフライトで腕が痛くなりました。,E260-E3,2025-02-27,HND-SFO,Business Class,True,4,4,3,3,4,4,4,3
26,36,2025-02-22,私は普段から仕事で月に5本も飛行機を利用する常連です。最近、海外出張で乗り継ぎを伴う長い旅がありました。合計4フライトすべてでBricksを利用したのですが、エンターテイメントのラインナップが全便同じだったので、とても退屈に感じました。映画や音楽の選択肢が豊富ならまだしも、同じコンテンツが繰り返されるのは期待外れでした。また、現地情報のコーナーがあまり役に立ちませんでした。すでにネットで調べた内容とほとんど変わらず、旅行前に必要な情報を得るという点ではあまり有益ではありませんでした。,-,-,-,-,-,-,-,-,-,-,-,-,-,-,A425-900,2025-02-21,HND-ITM,Premium Economy,False,2,2,3,3,4,4,3,3
27,35,2025-04-02,先日初めて海外旅行で海外航空のビジネスクラスを利用しました。普段はあまり旅行をしないので、ビジネスクラスを利用できるチケットを取ってみました。隣の席が非常に近く、リラックスして座れませんでした。もっとスペースを広げてほしいです。機内で提供された飲み物が温かったのも残念でした。暖かい飲み物をお願いしたのに、冷めたコーヒーが出てきてがっかりしました。さらに、座席が前後に動かなくて足元が窮屈で苦痛でした。改善が必要です。,-,-,-,-,-,-,-,暖かい飲み物をお願いしたのに冷めたコーヒーが提供され、がっかりした。,暖かい飲み物をお願いしたのに冷めたコーヒーが提供され、がっかりした。,-,ビジネスクラスを利用したのに、座席が近すぎてリラックスできず、座席の可動性も悪く足元が窮屈で、温かいはずの飲み物も冷めていて、料金に見合うサービスではなかった。,-,暖かい飲み物をお願いしたのに、冷めたコーヒーが提供されてがっかりした。,隣の席が非常に近くリラックスできず、座席が前後に動かないため足元が窮屈で苦痛でした。,A450-800,2025-04-01,NRT-LHR,Business Class,False,2,3,3,2,4,3,3,3
28,73,2025-05-04,今回の旅行は3週間前に予約しましたが、飛行機内でWi-Fiを使って、旅行のプランを立てたり、現地の観光情報を調べたりできて非常に便利だったので、次回も利用したいと思いました。また、機内エンタメのゲームが面白く、暇な時間を楽しく過ごせました。もっとたくさんのゲームをプレイしたいです。しかし、価格が高い割に、サービスの質が低く、最終的には高い料金を支払うことが無駄に思えたのが残念でした。,-,ゲームが面白く暇な時間を楽しく過ごせたが、もっと多くのゲームをプレイしたい。,飛行機内でWi-Fiを使って旅行プランを立てたり現地の観光情報を調べたりできて非常に便利だった。,-,-,-,-,-,-,-,価格が高い割に、サービスの質が低く、最終的には高い料金を支払うことが無駄に感じた。,-,-,-,S360-TP,2025-05-03,HND-ITM,First Class,False,4,5,4,3,1,4,4,3
29,77,2025-01-03,最近リモートワークを始めたので、移動中に仕事ができるのは本当に助かる。今回のフライトでもWi-Fi接続がスムーズで、ストレスなく作業を進められたのはありがたかった。しかし、料金が高い割に提供されるアメニティが非常に基本的で、もっと高品質なサービスを提供すべきだと感じた。価格に見合ったサービスを提供されると思っていたが、実際には不便な点が目立ち、サービス内容に満足できなかった。,-,-,フライト中のWi-Fi接続がスムーズで、リモートワークをストレスなく進められた。,-,-,-,-,-,-,-,料金が高い割に提供されるアメニティが非常に基本的で、価格に見合ったサービスを期待していたが実際には不便な点が目立った。,料金が高い割に提供されるアメニティが非常に基本的で、価格に見合ったサービスが受けられず不満だった。,-,-,S360-TP,2025-01-02,NRT-SIN,Business Class,False,3,3,3,3,3,4,3,3
30,103,2025-01-04,私は普段から海外旅行を楽しんでおり、最近も家族と一緒に初めて訪れるヨーロッパへ行ってきました。長距離のフライトだったので、機内での過ごし方には特に気を配りました。まず、機内エンタメの音声が途切れがちで、映画に集中できませんでした。改善をお願いしたいです。しかし、機内食については事前にリクエストをしていたのですが、スタッフはしっかり覚えていて、私が希望した食事を提供してくれました。こうした配慮が本当にありがたかったです。,事前にリクエストした機内食をスタッフがしっかり覚えていて希望通りに提供してくれた配慮が本当にありがたかった。,-,-,-,-,事前にリクエストした食事をスタッフがしっかり覚えていて希望通りに提供してくれた配慮が本当にありがたかったです。,-,-,-,-,-,-,-,-,B812-6,2025-01-03,NRT-LHR,Premium Economy,True,4,2,3,4,4,4,4,4
61,83,2025-04-27,私は普段から出張で海外に行くことが多い。先日もアジアの某国へ行くため、利用する航空会社のチェックインカウンターへ向かった。タクシーサービスで、スタッフが迅速に手配してくれて、空港から目的地まで快適に移動できた。非常に便利だった。空港に到着すると、手荷物預けの際、スタッフが笑顔で対応してくれて、そのまま気持ちよく飛行機に向かうことができた。こうした接客が本当に大切だと思った。,-,-,-,-,タクシーサービスのスタッフが迅速に手配してくれたおかげで空港から目的地まで快適に移動でき、手荷物預けの際も笑顔で対応してもらえて気持ちよく搭乗できました。,-,-,-,-,-,-,-,-,-,A392-300,2025-04-26,HND-ITM,Business Class,True,5,4,3,4,4,4,3,4
62,67,2025-03-23,先日利用した際、事前に食事のアレルギー対応を頼んだのに、アレルギー物質が含まれているものが出されてしまった。安全性をもっと重視してほしい。あと機内は長時間座っているので身体に負担がかかるが、シートベルトが短くて身動きが取りづらかった。もっと余裕が欲しいです。私は普段から海外旅行をしており、年に数回は飛行機を利用します。,-,-,-,-,-,-,-,事前に伝えたアレルギー対応が無視され、アレルギー物質が含まれた食事が提供された。,事前に伝えたアレルギー対応が無視され、アレルギー物質が含まれた食事が提供された。,-,-,-,-,シートベルトが短くて身動きが取りづらく、長時間のフライトで体に負担がかかった。,A450-800,2025-03-22,HND-SFO,Business Class,False,2,3,2,1,3,3,3,3
63,3,2025-03-02,最近、家族で海外旅行に行くために高額な航空券を購入した。飛行機内でのエンタメが古く、全体的に料金に見合う価値がないと感じたが、提供された機内食は非常に軽く、消化に負担をかけず、フライト後も快適に過ごすことができた。,機内食は非常に軽く消化に負担をかけないため、フライト後も快適に過ごせました。,-,-,-,-,-,-,-,-,-,飛行機内のエンタメが古く、高額な航空券の料金に見合う価値がなかった。,-,-,-,S385-TP,2025-03-01,NRT-LHR,First Class,False,3,4,4,4,2,4,3,3
64,57,2025-04-27,最近家族で飛行機を利用しました。息子はアニメ好きで機内エンターテイメントを楽しみにしていましたが、最新アニメがシーズン1の第1話だけだったことにがっかりしていました。私自身は重要なメールを送るために機内Wi-Fiを利用しようとしたのですが、接続が悪くてうまく送れませんでした。残念でした。機内食は家族みんなで楽しみにしていたのですが、子ども向けのメニューが予想以上に美味しくて、子どもたちも大満足でした。,子ども向けの機内食メニューが予想以上に美味しく、子どもたちも大満足でした。,-,-,-,-,-,-,-,-,重要なメールを送信しようとしたが、機内Wi-Fiの接続が悪く送信できなかった。,-,-,-,-,A430-200,2025-04-26,HND-SFO,Business Class,False,3,2,3,4,4,2,3,4
65,49,2025-02-03,先日は家族で海外旅行に行くため、プレミアムエコノミーでフライトしました。子供が騒がしくて周りに気を遣ったのですが、空港内の清掃が行き届いており、快適に過ごせた。スタッフがすぐに気づき、テーブルを整理してくれるなど、細やかな気配りが感じられた。また長時間のフライトでも座席がしっかりサポートしてくれて、快適に過ごせました。,-,-,-,プレミアムエコノミーは長時間フライトでも座席が体をしっかりサポートしてくれて快適でした。,空港内の清掃が行き届いており、スタッフがすぐに気づいてテーブルを整理してくれるなど細やかな気配りが感じられました。,スタッフがすぐに気づいてテーブルを整理してくれるなど、細やかな気配りが感じられました。,長時間のフライトでも座席がしっかりサポートしてくれて、快適に過ごせました。,-,-,-,-,-,-,-,A470-900,2025-02-02,HND-LHR,Premium Economy,True,5,4,4,3,4,3,3,3
66,94,2025-04-16,私は仕事でよく飛行機を利用します。最近、ある航空会社の便を利用した際、座席の快適さに驚きました。長時間座っていても腰が痛くならず、非常に快適でした。もっとこういう座席を増やしてほしいです。一方で、飛行機の中でネットを使う予定だったのですが、接続が遅く、ほとんど何もできませんでした。この点についてはサービスの向上を期待しています。,-,-,-,-,-,-,長時間座っていても腰が痛くならず、非常に快適だった。,-,-,機内インターネット接続が遅く、ほとんど何も利用できなかったため、この点のサービス向上を期待している。,-,-,-,-,B845-9,2025-04-15,HND-SFO,Economy Class,True,4,4,5,3,4,3,4,4
67,89,2024-11-21,最近、海外旅行で高級航空会社を利用したんです。チケット代はかなり高額でしたが、提供されるサービスが基本的なものであり、料金に見合った価値が感じられなかったのが残念でした。特に、座席の間に物が多すぎて、足を伸ばすスペースがありませんでした。料金に見合ったサービスではなく、特にフライト中のサービスが粗末で、期待していた価値が得られなかったです。,-,-,-,-,-,-,-,-,-,-,高額なチケット代に対して基本的なサービスしか提供されず、特に座席スペースの狭さとフライト中の粗末なサービスが期待した価値に見合っていなかった。,-,フライト中のサービスが粗末で、高額な料金に見合った価値が得られなかった。,座席の間に物が多すぎて足を伸ばすスペースがなかった。,S410-XLR,2024-11-20,HND-ITM,First Class,False,2,4,2,3,3,4,3,4
68,111,2024-11-18,私は仕事でよく海外に行くため、航空会社はBricks Airwaysをよく利用します。先日のフライトでも利用しましたが、機内エンタメコンテンツは選択肢が多すぎて逆に迷ってしまいます。シンプルに選びやすくしてほしいです。フライト中は何度も飲み物を頼んだが、毎回遅れてやってきたので、せっかくリラックスしていたのにストレスが増してしまいました。,-,選択肢が多く充実している,-,-,-,-,-,飲み物を頼んでも毎回遅れて提供されるため、リラックスできずにストレスが増してしまった。,飲み物を頼んでも毎回遅れて提供されるため、リラックスできずにストレスが増してしまった。,-,-,-,飲み物を何度頼んでも毎回遅れて提供されたため、リラックスできずストレスが増してしまった。,-,E260-E3,2024-11-17,NRT-CDG,Business Class,False,3,3,4,4,3,3,3,3
69,99,2025-02-04,先日利用した航空サービスは残念なことが続きました。まず、予定していたフライトが遅れ、空港で長時間待機することになってしまいました。しかし、スタッフはなかなか案内を出さず、他の航空会社の方がはるかに適切に対応していたので、違和感を感じました。さらに、機内エンタメのコンテンツに日本語のものが少なく、英語が苦手な私には全く楽しめませんでした。搭乗中もスタッフが忙しすぎるのか、笑顔や配慮を全く感じられなかったです。忙しい中でも最低限の礼儀や気配りをしてほしいと思いました。私は普段から海外旅行をよくするのですが、今回は特にがっかりでした。,-,-,-,-,-,-,-,-,-,-,-,フライトの遅延時に、スタッフからの案内が不足しており、他社と比べて対応が不適切だった。,搭乗中はスタッフが忙しそうで笑顔や配慮が全く感じられず、忙しくても最低限の礼儀や気配りがほしかった。,-,B830-10,2025-02-03,NRT-SIN,Premium Economy,False,1,2,3,4,4,4,3,3
70,81,2025-01-01,最近、家族で海外旅行に行くために貴社の航空会社を利用しました。普段から仕事で海外出張も多く、貴社のサービスは利用頻度が高いのですが、今回は残念な思いをしました。まず、機内でのWi-Fiサービスがつながらず、急ぎのビジネスメールを送信するのに大きな問題が生じました。仕事柄、メールは常にチェックしているので、つながらないと非常に困ります。さらに、家族旅行で長時間のフライトだったので、機内食に期待していたのですが、食事が味気なく、子どもがほとんど食べませんでした。もっと子ども向けのメニューが充実していれば助かったのですが、残念でした。,-,-,-,-,-,-,-,機内食が味気なく、子どもがほとんど食べられず、子ども向けメニューの充実が必要だった。,機内食が味気なく、子どもがほとんど食べられず、子ども向けメニューの充実が必要だった。,機内Wi-Fiがつながらず、急ぎのビジネスメールを送信できなかったため、仕事に支障をきたした。,-,-,-,-,S450-XLR,2024-12-31,HND-CTS,First Class,False,2,4,4,3,4,2,3,3
121,62,2025-02-13,私は普段あまり海外に行く機会がないのですが、たまたま仕事でアメリカに行くことになり、初めての海外旅行でワクワクしていました。搭乗した航空会社は初めて利用する会社だったので、どんなサービスを受けることができるのか楽しみにしていました。搭乗してまず感じたのは機内食の美味しさです。食事が美味しく、量も十分だったので、長時間フライトの疲れも和らぎました。料金は高かったですが、その分、サービスが素晴らしく、非常に満足できました。価格に見合った価値が提供されていたと思います。,機内食が美味しく量も十分で、長時間フライトの疲れが和らぎました。,-,-,料金は高めでしたが、美味しい機内食と素晴らしいサービスで、価格に見合った価値を十分に感じました。,-,-,-,-,-,-,-,-,-,-,S360-TP,2025-02-12,NRT-LHR,Economy Class,True,5,4,4,4,5,4,3,3
122,52,2025-02-20,私は普段からよく海外旅行をするが、最近はこの航空会社を利用している。映画だけでなく、現地情報や天気予報も表示されていて、旅行先の準備がしやすかった。しかし、長距離のフライトだったにも関わらず、出発からかなりの時間が経っても食事が提供されず、結局降りる寸前に出されて、急いで食べる羽目になった。もっと計画的に出してほしい。,-,映画だけでなく現地情報や天気予報も表示されていて、旅行先の準備がしやすかった。,-,-,-,-,-,長距離フライトなのに食事が遅く提供され、降りる直前に急いで食べることになったので、もっと計画的な提供を希望します。,長距離フライトなのに食事が遅く提供され、降りる直前に急いで食べることになったので、もっと計画的な提供を希望します。,-,-,-,長距離フライトなのに食事が遅く提供され、降りる直前に急いで食べることになったので、もっと計画的な食事提供を希望します。,-,S450-XLR,2025-02-19,HND-LHR,Premium Economy,True,4,5,3,3,3,4,3,3
